ENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000102693	0	NA	NA	NA	NA	NA
ENSMUSG00000064842	0	NA	NA	NA	NA	NA
ENSMUSG00000051951	1108.40521035329	0.0794165287846754	0.101275714574875	0.784161623722349	0.432945280078884	0.732775636772537
ENSMUSG00000102851	0.0602305700296597	0.270970701739946	5.20135911157085	0.0520961340925586	0.958452093332411	NA
ENSMUSG00000103377	98.5099677489221	0.0912791729465296	0.192367220640825	0.474504817621502	0.635139963325868	0.854196415918745
ENSMUSG00000104017	67.8020908574157	-0.171391525071948	0.238723328832066	-0.717950465547154	0.472787829734904	NA
ENSMUSG00000103025	36.0781607903984	0.193050111943428	0.367534292465815	0.525257413800058	0.599404257572572	NA
ENSMUSG00000089699	0.249009639868028	-2.43555268329485	3.5341631869147	-0.689145507573766	0.490731704666687	NA
ENSMUSG00000103201	40.4209162114354	0.129675715633506	0.28268343180769	0.458731220306271	0.646427191496483	NA
ENSMUSG00000103147	0.600640979746973	0.302223513156192	2.00917880549252	0.150421412136142	0.880432149022361	NA
ENSMUSG00000103161	56.0651033114076	0.345881036329934	0.261287917646002	1.32375442173541	0.185584617761044	NA
ENSMUSG00000102331	94.4207325302667	0.49580616987736	0.195378214198572	2.53767377243734	0.0111591952209235	0.169815609889016
ENSMUSG00000102348	1.17460117473426	2.19754558530064	1.83092078327753	1.20024066872342	0.230045884920142	NA
ENSMUSG00000102592	0	NA	NA	NA	NA	NA
ENSMUSG00000088333	0	NA	NA	NA	NA	NA
ENSMUSG00000102343	0	NA	NA	NA	NA	NA
ENSMUSG00000102948	0.240209504315021	3.84481581609336	3.69092698030915	1.04169381746244	0.297553656307487	NA
ENSMUSG00000025900	2.31653163578649	-0.463400908759359	1.13622907719623	-0.407841093015196	0.683390342411595	NA
ENSMUSG00000104123	0.0829654650008032	3.26117581964069	4.8639413548035	0.670480086364536	0.502551796709512	NA
ENSMUSG00000025902	37.5093836127953	-0.116554714053597	0.254951925120262	-0.457163498563964	0.647553532265073	NA
ENSMUSG00000104238	1.2664952810343	-2.62724692179245	1.99469701474398	-1.31711578368691	0.187799817138353	NA
ENSMUSG00000102269	0.847121367690399	1.04611830245825	1.81156872702243	0.577465423670506	0.563625089510307	NA
ENSMUSG00000096126	0.220675152491729	3.2507645130558	3.69944234733049	0.878717441130429	0.379554499581782	NA
ENSMUSG00000103003	0	NA	NA	NA	NA	NA
ENSMUSG00000104328	0.455129838390689	1.99154360538334	2.25636652561824	0.88263302206084	0.377434580802144	NA
ENSMUSG00000102735	0.0528382976007399	-2.40998201422683	4.90531133133165	-0.491300521300978	0.623213911210088	NA
ENSMUSG00000098104	7.88826690175596	-0.391100732019635	0.530943864172226	-0.736614091264403	0.461357063245299	NA
ENSMUSG00000102175	1.06087724870828	0.417505936371056	1.4098810351691	0.296128485990296	0.767131960387244	NA
ENSMUSG00000088000	0	NA	NA	NA	NA	NA
ENSMUSG00000103265	0.276919180335868	5.04113851117441	3.19577396726876	1.57743900626451	0.114694546168978	NA
ENSMUSG00000103922	1.4996584046285	-2.79469379359165	1.3376558937192	-2.08924717239597	0.0366854790875433	NA
ENSMUSG00000033845	339.637648497172	-0.0554204861677853	0.0814257433704897	-0.680626100220176	0.496108107533935	0.777243003541202
ENSMUSG00000102275	10.0029046330808	-0.216564534271298	0.494454152704517	-0.437987087552515	0.66139564376542	NA
ENSMUSG00000025903	359.416514306784	-0.130670932066608	0.119112731720549	-1.09703580951511	0.27262573854377	0.599510594394788
ENSMUSG00000104217	0	NA	NA	NA	NA	NA
ENSMUSG00000033813	213.050062451437	-0.192371953077424	0.117260927876243	-1.64054605878996	0.100891680037428	0.391893532444324
ENSMUSG00000062588	1.11106586350501	2.30573757498718	1.91286600723307	1.20538373637701	0.228055197007707	NA
ENSMUSG00000103280	14.3796768037818	0.389483440147036	0.42944874028439	0.906938136293315	0.364439512628988	NA
ENSMUSG00000002459	143.310759401307	0.0281523898078714	0.132127553145203	0.213069788531792	0.83127252882126	0.945120343100649
ENSMUSG00000091305	0.644479870722649	5.04820646799407	2.7168578913746	1.85810471869764	0.0631541448835603	NA
ENSMUSG00000102653	8.65564035283316	0.50484269251954	0.502036792975208	1.0055890316877	0.314613302236052	NA
ENSMUSG00000085623	0.318172768215186	-2.59657629162532	3.44028513483577	-0.75475612917453	0.450395321371075	NA
ENSMUSG00000091665	0.450698390583352	-0.985806242850301	2.42978216436339	-0.405717951719588	0.684949850488008	NA
ENSMUSG00000033793	2363.67349420199	-0.153787562720513	0.0608238926927127	-2.52840710964457	0.0114581402422921	0.170004234285596
ENSMUSG00000104352	0.0619838189486939	0.270783782078223	5.20135911067484	0.0520601974054221	0.958480727803621	NA
ENSMUSG00000104046	0.12700033807201	-2.64800399810633	4.74839515945772	-0.557662938568226	0.577074569754986	NA
ENSMUSG00000102907	0.149943281424744	3.30133251008501	4.47968843333334	0.736955830570673	0.461149210309576	NA
ENSMUSG00000025905	192.564430476317	-0.120704816427618	0.150094405480493	-0.804192641565879	0.421285727838813	0.725765247342478
ENSMUSG00000103936	0.0523206201158071	-2.39872699425984	4.9070728851102	-0.488830520846435	0.624961688186791	NA
ENSMUSG00000093015	0	NA	NA	NA	NA	NA
ENSMUSG00000103519	0	NA	NA	NA	NA	NA
ENSMUSG00000033774	19.6804936803245	0.122582611366927	0.340298732274079	0.360220593675907	0.71868217548561	NA
ENSMUSG00000103090	0	NA	NA	NA	NA	NA
ENSMUSG00000025907	2515.40062707355	0.0113298443157466	0.0627842115371942	0.180456902115186	0.856793886030489	0.954756330285311
ENSMUSG00000090031	91.8710419423369	-0.0785289541817052	0.166349078269059	-0.47207327506011	0.636874487371316	0.855147881069455
ENSMUSG00000087247	0.319951257523183	4.54193695299045	3.34625292525222	1.35732027866606	0.174679466676472	NA
ENSMUSG00000103355	0.117854816724056	-3.53768155856239	4.59369853465513	-0.770116178036916	0.441230980175067	NA
ENSMUSG00000102706	0	NA	NA	NA	NA	NA
ENSMUSG00000103845	17.8618839027985	0.225730316410048	0.313369762240592	0.720332155840684	0.471320510826271	NA
ENSMUSG00000033740	255.819265090929	0.110031070126375	0.105775876902549	1.0402283899546	0.298233804658904	0.62642560605194
ENSMUSG00000103329	13.1706960709641	0.55971392657421	0.393873428793298	1.42105022999138	0.155302157353643	NA
ENSMUSG00000104385	0.130033038246633	-3.66687826203952	4.77259828995168	-0.768319066316525	0.442297650012416	NA
ENSMUSG00000102135	0.475772386153824	-0.459964655659955	1.93606746193863	-0.237576770800839	0.81220936893476	NA
ENSMUSG00000103282	0	NA	NA	NA	NA	NA
ENSMUSG00000102534	0	NA	NA	NA	NA	NA
ENSMUSG00000102213	0	NA	NA	NA	NA	NA
ENSMUSG00000103629	0.260481153937064	-0.00520137043744983	3.33642215163711	-0.00155896652193657	0.998756125185186	NA
ENSMUSG00000051285	2062.61217292335	-0.0665284235049215	0.0754821265025059	-0.881379825761968	0.378112273252949	0.693944901843038
ENSMUSG00000098201	0	NA	NA	NA	NA	NA
ENSMUSG00000103509	240.347532501785	0.147829460546135	0.110263626275061	1.34069108318063	0.180020770817241	0.49930376357182
ENSMUSG00000048538	0.456060355698563	0.188982654891398	2.43956567612429	0.077465696759446	0.938253079265177	NA
ENSMUSG00000103709	0	NA	NA	NA	NA	NA
ENSMUSG00000077244	0	NA	NA	NA	NA	NA
ENSMUSG00000102768	0	NA	NA	NA	NA	NA
ENSMUSG00000097797	8.47100038150647	-0.239380505910669	0.594641879540659	-0.402562473560696	0.687270120781998	NA
ENSMUSG00000103498	0	NA	NA	NA	NA	NA
ENSMUSG00000103067	0.0526483372684272	0.270791402748126	5.20135911080644	0.0520616625346103	0.958479560382789	NA
ENSMUSG00000102320	0	NA	NA	NA	NA	NA
ENSMUSG00000104226	0.225018232853845	4.38983571304389	3.525906731322	1.24502320893723	0.213123219128232	NA
ENSMUSG00000103903	0	NA	NA	NA	NA	NA
ENSMUSG00000103557	0	NA	NA	NA	NA	NA
ENSMUSG00000025909	699.604742966345	0.0265397473788839	0.0768453421091958	0.345365726151253	0.729819440360205	0.903245713120364
ENSMUSG00000102647	12.4274117586958	0.198948678503074	0.471104430520797	0.422302711700547	0.672804079115178	NA
ENSMUSG00000086235	1.65559600320259	1.42492836990476	1.06120749510582	1.34274246693166	0.179355378591216	NA
ENSMUSG00000102253	38.5939514362528	0.490251342050507	0.261019667291867	1.87821610201624	0.0603516082727355	NA
ENSMUSG00000093970	0	NA	NA	NA	NA	NA
ENSMUSG00000103884	10.2111510954779	0.00190574563062069	0.477001528975304	0.00399526105233796	0.996812251370498	NA
ENSMUSG00000084353	0.0644071618566312	0.270781969966075	5.20135911064599	0.0520598490136639	0.958481005403589	NA
ENSMUSG00000103933	0.914522456738974	-4.0918407949813	2.61616346087406	-1.56406159484171	0.117803104017143	NA
ENSMUSG00000076135	0	NA	NA	NA	NA	NA
ENSMUSG00000086195	0	NA	NA	NA	NA	NA
ENSMUSG00000104504	0	NA	NA	NA	NA	NA
